mc_step,l = 0error,l = 1error,l = 2error,l = 3error,l = 4error,l = 5error,l = 6error,l = 7error,l = 8error,l = 9error,l = 10error,l = 11error,l = 12error,l = 13error,l = 14error,l = 15error,l = 16error,l = 17error,l = 18error,l = 19error,l = 20error,l = 21error,l = 22error,l = 23error,l = 24error,l = 25error,l = 26error,l = 27error,l = 28error,l = 29error,l = 30error,l = 31error,l = 32error,l = 33error,l = 34error,l = 35error,l = 36error,l = 37error,l = 38error,l = 39error,l = 40error,l = 41error,l = 42error,l = 43error,l = 44error,l = 45error,l = 46error,l = 47error,l = 48error,l = 49error,
29210,0.0420012,0.054267,0.0495806,0.0531196,0.040752,0.0395741,0.0515371,0.0507486,0.0497364,0.0446042,0.0353293,0.033428,0.0109249,0.0347743,0.0557022,0.00683746,0.00759827,0.00340184,0.00159532,0.00127673,0.00105835,0.0029036,0.000153497,0.000237315,0.000352254,0.000138073,0.000155734,0.000138266,0.000140901,0.000104614,0.000102669,0.00010776,0.000104555,0.000139784,0.000102554,0.000103906,0.000111139,0.000102365,0.000115125,0.000102701,0.000103029,0.000102422,0.000102624,0.000102452,0.000102404,0.000102456,0.000102373,0.000102359,0.000102355,0.000102357,
29220,0.0525563,0.0512829,0.0526771,0.0529074,0.0494883,0.0282107,0.0585933,0.0578396,0.0469285,0.0361515,0.0429776,0.0330065,0.0562035,0.0222112,0.0119968,0.00245702,0.00125891,0.000616062,0.000206772,0.000858546,0.000407134,0.000403405,0.00011346,0.000126549,0.000132603,0.000131276,0.000230774,0.000144169,0.0012411,0.000138507,0.00507542,0.00010412,0.000111475,0.00010749,0.000105826,0.000103743,0.000108322,0.000103771,0.000102359,0.000102637,0.000102764,0.000102619,0.000102372,0.000102574,0.00010245,0.000102363,0.000102386,0.000102357,0.000102387,0.000102362,
29230,0.0497857,0.0494207,0.0165336,0.0193125,0.0435137,0.0120972,0.056498,0.0463239,0.0370491,0.0442215,0.0456222,0.0426529,0.0474101,0.0237802,0.00639978,0.00165707,0.0110013,0.00146421,0.000985442,0.000555906,0.000112328,0.000316962,0.000202293,0.00103502,0.000109948,0.0050719,0.000119268,0.000176616,0.0001122,0.00012815,0.000113195,0.000107732,0.000106485,0.000102681,0.000103032,0.000157378,0.000109175,0.000103332,0.000103735,0.000102745,0.00010245,0.000102585,0.000102657,0.000102414,0.000102487,0.000102389,0.000102372,0.000102369,0.000102365,0.000102358,
29240,0.0434039,0.0553224,0.0367096,0.0575412,0.0427681,0.0577671,0.0477835,0.0264819,0.0430237,0.0575797,0.00891631,0.0393906,0.0131127,0.00750756,0.0513005,0.0167041,0.0106083,0.000276435,0.00110414,0.0222809,0.000136112,0.00637597,0.000181199,0.00101164,0.000118156,0.000110667,0.000164931,0.000173247,0.000121405,0.00011183,0.000159554,0.000110985,0.00010708,0.00010821,0.000102554,0.00010433,0.000103855,0.000104346,0.000104092,0.000103739,0.000102472,0.000102392,0.000102361,0.000102354,0.000102378,0.00010247,0.000102378,0.000102453,0.000102355,0.000102358,
29250,0.0508386,0.0496611,0.0530751,0.046443,0.0225639,0.0509302,0.0510383,0.0512438,0.0360161,0.0527138,0.0439273,0.0190721,0.0587533,0.0476518,0.0354359,0.00683333,0.011618,0.00531632,0.00287186,0.000578711,0.00109726,0.000168712,0.000463348,0.000572111,0.00145887,0.000124341,0.00020744,0.000123722,0.000148868,0.000143754,0.000107876,0.000464618,0.000118412,0.000166065,0.000103649,0.00010384,0.000104306,0.000103206,0.000102671,0.000102641,0.000102606,0.00010239,0.000102405,0.00010304,0.000102392,0.000102472,0.00010242,0.000102372,0.000102361,0.000102365,
29260,0.0600896,0.0540019,0.0550922,0.0516501,0.0457442,0.0510418,0.0359851,0.0449901,0.0547415,0.0575122,0.0445143,0.0194864,0.0370556,0.0164434,0.0154502,0.0504283,0.000668127,0.00023899,0.000182268,0.0020022,0.00538688,0.000321378,0.000577169,0.00026182,0.000167082,0.000120195,0.000191029,0.000122243,0.000110966,0.000140766,0.000162382,0.000106112,0.00010662,0.000108394,0.000109919,0.000102984,0.000104465,0.000102498,0.000106168,0.000104444,0.000102738,0.000102466,0.000102438,0.000102484,0.000102358,0.000102372,0.000102494,0.000102534,0.000102372,0.000102372,
29270,0.00326739,0.0473677,0.0265701,0.0591056,0.0585007,0.053785,0.0133684,0.0482752,0.0458692,0.051046,0.043449,0.0484462,0.0595774,0.0523529,0.0118925,0.00817797,0.009018,0.000115075,0.000162816,0.00063247,0.000605152,0.00115648,0.00235546,0.000414357,0.000105933,0.000176713,0.000103708,0.000627416,0.000131105,0.000312147,0.000135326,0.000103851,0.000105728,0.000104841,0.00010313,0.00011494,0.000103031,0.000103928,0.000102772,0.000103048,0.000102444,0.000102544,0.000102869,0.000102371,0.000102446,0.000102417,0.000102376,0.000102391,0.000102356,0.000102357,
29280,0.051397,0.0398914,0.0398957,0.0564834,0.0400047,0.00506129,0.044442,0.043697,0.0591397,0.0354602,0.0164498,0.0163484,0.0568901,0.00476469,0.0357345,0.0562491,0.00086228,0.0433974,0.000638808,0.00220125,0.00169731,0.000905826,0.000469851,0.00214418,0.00020526,0.0001197,0.000180533,0.000132681,0.000113925,0.000118577,0.000339684,0.000116797,0.000115002,0.000112985,0.000102836,0.000102406,0.000103823,0.00010365,0.000106191,0.000102366,0.000102423,0.000102586,0.000102407,0.000102427,0.00010241,0.000102378,0.000102422,0.000102362,0.000102524,0.000102365,
29290,0.0172359,0.000616032,0.0143479,0.0501362,0.0314019,0.0575284,0.0166954,0.0529812,0.0531372,0.0460547,0.0436418,0.0563298,0.0300915,0.0523548,0.0354169,0.0565231,0.00057594,0.00605385,0.00131661,0.000979701,0.000812634,0.00163453,0.00283788,0.000144208,0.000160938,0.000209862,0.000110549,0.000241621,0.000143324,0.000109067,0.000120547,0.000108353,0.000149517,0.000109896,0.000105617,0.000102838,0.000105382,0.000103231,0.000102481,0.000102403,0.000102693,0.000102415,0.000102377,0.00010254,0.000103329,0.000102398,0.000102462,0.000102373,0.000102355,0.000102354,
29300,0.051968,0.0333679,0.0261581,0.0025848,0.052063,0.0557436,0.0529794,0.053627,0.0277409,0.0412573,0.0209734,0.0302222,0.0262008,0.00241437,0.0033761,0.0116608,0.0139295,0.0474548,0.0045085,0.00141335,0.00196034,0.00120284,0.000335581,0.000173761,0.00016734,0.000222257,0.000508039,0.000114053,0.000173402,0.000337414,0.000107749,0.00011691,0.000117563,0.000107089,0.000103445,0.000103321,0.000102627,0.000103086,0.000102679,0.00010276,0.000103031,0.000102774,0.000102419,0.000102522,0.000102357,0.000102363,0.00010238,0.000102357,0.000102374,0.000102371,
29310,0.0107153,0.0547117,0.0509785,0.0549934,0.0194934,0.0557769,0.0218812,0.0288928,0.0586063,0.031724,0.0232491,0.020386,0.0474629,0.0225573,0.00159794,0.00361394,0.0146597,0.00022001,0.000306971,0.000466755,0.000163167,0.00113591,0.000927189,0.0206534,0.00141319,0.000262144,0.000104995,0.000114351,0.000108924,0.00010241,0.000115941,0.000117067,0.00010835,0.00010342,0.000105035,0.000104251,0.000102736,0.000103232,0.000103756,0.000104023,0.000102499,0.000102683,0.000103045,0.000102443,0.000102355,0.000102354,0.000102362,0.000102365,0.000102381,0.000102395,
29320,0.0563309,0.0260077,0.0496886,0.0562485,0.046113,0.0517474,0.0570528,0.0499011,0.0499379,0.0480871,0.0367596,0.00474273,0.0347265,0.00772662,0.000239904,0.0523942,0.0185052,0.00567984,0.00521642,0.00278518,0.00166758,0.000361823,0.000172236,0.000176287,0.000204952,0.000241398,0.00115224,0.000107754,0.000116049,0.000112293,0.000301723,0.00012148,0.000111161,0.000102933,0.000108598,0.000110157,0.000102521,0.000103981,0.000102893,0.000103288,0.000103176,0.000102473,0.000102437,0.000102367,0.000102469,0.000102376,0.000102368,0.000102361,0.000102367,0.000102372,
29330,0.0557372,0.017466,0.0392349,0.0570241,0.0538476,0.0595247,0.0272713,0.0295491,0.037359,0.0225174,0.0397003,0.0589236,0.0390649,0.0320659,0.0575426,0.00262185,0.00103086,0.00259979,0.00299982,0.000162239,0.00052694,0.00127135,0.000143144,0.00363554,0.00907414,0.00147295,0.000234347,0.000103958,0.000121422,0.000125115,0.000118226,0.000124854,0.000102889,0.000103986,0.000122595,0.000102751,0.000108056,0.000106056,0.000102409,0.000102428,0.000102864,0.000103308,0.000102415,0.000102396,0.000102355,0.000102361,0.000102359,0.000102356,0.00010236,0.000102389,
29340,0.055655,0.0259371,0.0397487,0.0553646,0.0535114,0.0339038,0.0543747,0.0538213,0.0571893,0.0513276,0.0430307,0.0193865,0.0329691,0.0344831,0.000767465,0.00108389,0.00372053,0.000250567,0.00045469,0.00801895,0.0112319,0.00014503,0.00393066,0.000634381,0.00093096,0.00011662,0.000116175,0.000109594,0.000107762,0.000124243,0.00011551,0.000116523,0.00011155,0.000104973,0.000102945,0.000103098,0.000102594,0.000102841,0.000102721,0.000118777,0.000772323,0.00010278,0.000102369,0.000102354,0.000102506,0.000102427,0.000102354,0.000102365,0.000102365,0.000102362,
29350,0.0537974,0.0393324,0.0162383,0.0589601,0.054203,0.0417367,0.0491996,0.0320889,0.0501639,0.0576276,0.0548658,0.049051,0.0175118,0.00073745,0.00344176,0.0124374,0.011316,0.00272514,0.0489744,0.0018769,0.000762606,0.000837662,0.00021687,0.00011861,0.000175025,0.000134836,0.000129054,0.00015499,0.00034845,0.000106731,0.000105902,0.000115525,0.000109437,0.000106984,0.000114602,0.000747318,0.00010695,0.000153265,0.0001038,0.000114098,0.000105469,0.000102464,0.000102386,0.000102354,0.000102497,0.000102378,0.000102377,0.000102369,0.000102374,0.000102355,
29360,0.0570376,0.0563893,0.0144645,0.0445696,0.0569171,0.0569398,0.0558403,0.0568772,0.029137,0.0182569,0.0301986,0.0104598,0.00387694,0.047861,0.0468557,0.0193881,0.0229745,0.00788799,0.00404403,0.00366999,0.00140974,0.000228479,0.000153526,0.000208938,0.000158452,0.000134764,0.000122272,0.000114788,0.000109244,0.000113031,0.000684393,0.00106363,0.000374204,0.000138603,0.000117323,0.000102571,0.000111295,0.000103278,0.000103976,0.000102405,0.000102788,0.0001025,0.000102412,0.000102406,0.000104103,0.000102366,0.000102462,0.000102362,0.000102358,0.000102359,
29370,0.0233418,0.0391712,0.0378276,0.0477169,0.0430404,0.0540199,0.0323075,0.0517131,0.0448736,0.0483847,0.013616,0.0172412,0.0592126,0.0328873,0.00801044,0.00319065,0.00216496,0.00619443,0.00311041,0.00432571,0.00438493,0.000363807,0.000463271,0.00042906,0.000170692,0.000445087,0.000126684,0.000164266,0.000225468,0.000193592,0.000195609,0.000104219,0.000123104,0.000103723,0.000104051,0.000106049,0.000104055,0.000104011,0.000102456,0.000103204,0.000102397,0.000102438,0.000102492,0.000102388,0.000102361,0.000102361,0.000102415,0.000102401,0.000102376,0.000102368,
29380,0.0566592,0.0456676,0.0492059,0.0564114,0.0533747,0.0318003,0.0130741,0.0581058,0.0489201,0.0131669,0.0470962,0.00477775,0.00379125,0.00144173,0.000734497,0.00453848,0.0121395,0.0200226,0.00119948,0.00268262,0.00156676,0.00602368,0.00023596,0.00046255,0.000196433,0.000246721,0.000285951,0.000179562,0.00027354,0.000146287,0.000115234,0.000102383,0.000109343,0.000114605,0.00010297,0.000103594,0.000102356,0.000102502,0.00010245,0.000102639,0.000103089,0.000104007,0.000102514,0.000102431,0.000102698,0.000102356,0.000102378,0.000102384,0.000102358,0.000102355,
29390,0.042228,0.0404276,0.0528247,0.0590694,0.0264163,0.0241814,0.00536791,0.0454488,0.0449565,0.00994201,0.015727,0.0234454,0.0560257,0.00327067,0.00108337,0.00268078,0.00133702,0.000970178,0.00353348,0.0370967,0.0477165,0.000642127,0.000316421,0.000307414,0.00248785,0.000166377,0.000124928,0.000177515,0.000136139,0.00014755,0.000119791,0.000102641,0.000103009,0.000102911,0.000108141,0.000104032,0.000102913,0.000104834,0.000112436,0.000114927,0.000104076,0.000102543,0.000102358,0.000102381,0.000102605,0.000102554,0.000102355,0.00010236,0.000102357,0.00010236,
29400,0.0442285,0.0598069,0.0534245,0.0469451,0.047168,0.0367057,0.0549366,0.0246691,0.0505625,0.0553163,0.0545458,0.0270276,0.0195092,0.0149431,0.0242612,0.045551,0.0215381,0.00187205,0.00232777,0.00157532,0.000337741,0.00112275,0.000747075,0.000102858,0.000336178,0.000244486,0.000114951,0.000107741,0.00029353,0.000105187,0.00010299,0.000106892,0.000102669,0.000116716,0.000113655,0.000103683,0.000113622,0.000104889,0.000102932,0.000102982,0.000102969,0.000102671,0.000102401,0.000102364,0.00010236,0.000102364,0.000102371,0.000102358,0.000102366,0.00010236,
29410,0.0271933,0.0451575,0.0298056,0.0430277,0.0521615,0.0553354,0.0498394,0.016126,0.0417107,0.0239867,0.0387897,0.0119864,0.0480624,0.0296645,0.0189329,0.0553655,0.0254164,0.000320391,0.000189587,0.00338199,0.000247545,0.000935314,0.000241273,0.00014441,0.000153118,0.000161077,0.000128862,0.000286045,0.000169368,0.000125609,0.000124583,0.000110732,0.000121281,0.000104128,0.000104143,0.000104091,0.00011366,0.000104538,0.000103572,0.000102462,0.00010239,0.000102396,0.000102385,0.000102373,0.000102359,0.00010236,0.000102763,0.000102401,0.00010278,0.000102357,
29420,0.0462599,0.0504434,0.0562548,0.0374295,0.0475332,0.0450982,0.0440118,0.053767,0.0511297,0.125201,0.0485948,0.0578243,0.0223751,0.0454037,0.0339373,0.0162571,0.00999314,0.00238841,0.00108239,0.00137213,0.000110733,0.000275415,0.00058817,0.000196579,0.000815447,0.000974877,0.000107954,0.000138227,0.000155336,0.000140247,0.000116834,0.000121721,0.000109598,0.000109014,0.000105053,0.000104653,0.000120125,0.000108819,0.000103447,0.000102386,0.000102417,0.000102406,0.000102368,0.000102372,0.000102417,0.000102415,0.000102359,0.000102354,0.000102418,0.000102354,
29430,0.0392695,0.0542568,0.0527666,0.0302685,0.0362428,0.0500728,0.0474534,0.0394927,0.0292956,0.053147,0.0303398,0.0355661,0.047991,0.0438118,0.0174135,0.0210457,0.00651999,0.00046923,0.00180554,0.00127564,0.000232249,0.000235022,0.000525492,0.000408799,0.000250113,0.000106059,0.000137752,0.000120642,0.000102442,0.000109604,0.000114932,0.000125636,0.000210781,0.000146894,0.000144795,0.000111473,0.000102755,0.000109285,0.000102471,0.000102456,0.000102362,0.000102456,0.000102428,0.000102376,0.000103039,0.000103976,0.000102378,0.000102364,0.000102357,0.000102363,
29440,0.0092811,0.0406293,0.0562601,0.0542705,0.0530317,0.0515283,0.0521462,0.0589818,0.038769,0.052551,0.046764,0.0267902,0.036879,0.0524764,0.00882711,0.0507349,0.0011499,0.00463887,0.000354243,0.00135224,0.000220819,0.00503587,0.000207745,0.000595701,0.000131872,0.000179978,0.000168531,0.000111115,0.000146253,0.000480059,0.000118113,0.000288949,0.000125325,0.000112449,0.000104105,0.000108892,0.000103607,0.000102523,0.000103196,0.000102583,0.000102418,0.000102404,0.000102599,0.000102432,0.000102666,0.000102397,0.000102354,0.000102362,0.000102361,0.000102371,
29450,0.0511994,0.0273,0.0544866,0.0576272,0.0434238,0.0118286,0.0128565,0.0595303,0.0561529,0.0546254,0.010225,0.0518947,0.0512975,0.0361196,0.00109707,0.00595889,0.0056387,0.00321547,0.00431079,0.000893802,0.00093178,0.000325369,0.00235447,0.00920538,0.000279534,0.000129792,0.000191839,0.00020889,0.000175045,0.000173704,0.000122466,0.000151454,0.000105349,0.000102899,0.000105038,0.000105358,0.000111067,0.000103584,0.000102686,0.000103088,0.000102564,0.000102502,0.000102535,0.000102363,0.000102375,0.000102386,0.000102403,0.000102431,0.000102356,0.000102357,
29460,0.0182553,0.0300184,0.0543558,0.0545694,0.0343032,0.0251552,0.0569672,0.046123,0.0548318,0.0167886,0.0301389,0.0534803,0.0247733,0.0314836,0.0117036,0.00240537,0.000411026,0.00226658,0.0120892,0.000838552,0.000862473,0.000637487,0.000786967,0.000198362,0.000220447,0.000110288,0.000196212,0.000391878,0.000185966,0.000160762,0.000103624,0.000119413,0.00010347,0.000106172,0.000103521,0.000104925,0.000102454,0.000103674,0.000103955,0.000131162,0.000102362,0.000102618,0.000102491,0.00010239,0.000102393,0.000102373,0.000102356,0.00010238,0.000102354,0.000102355,
29470,0.054829,0.0493736,0.0121989,0.0554356,0.0360359,0.0491359,0.0451783,0.0188063,0.0407364,0.0380311,0.054068,0.0333523,0.0516022,0.0266662,0.0567287,0.000952721,0.00136092,0.00141974,0.00240466,0.00929937,0.00193276,0.00134124,0.000172865,0.000156562,0.000184048,0.000208354,0.000160646,0.000114398,0.000106237,0.000111751,0.000120279,0.000108289,0.000106396,0.00010687,0.000124087,0.000103773,0.000110928,0.00010365,0.000103137,0.000102602,0.000102652,0.000103435,0.000102649,0.000102407,0.000102374,0.000102361,0.000102367,0.000102362,0.000102362,0.000102388,
29480,0.0554919,0.0238998,0.0455902,0.0542538,0.0583592,0.0234418,0.0263615,0.0563451,0.0580217,0.0578255,0.0451275,0.0286999,0.0282855,0.00158626,0.00401043,0.00156577,0.00557344,0.0572094,0.000889548,0.000551627,0.0435592,0.000604801,0.0307383,0.000304694,0.000141123,0.000115425,0.000276212,0.000186601,0.000158958,0.000131871,0.000104337,0.000118902,0.000106835,0.000104292,0.000104871,0.000102728,0.000103248,0.000102831,0.000103416,0.000103686,0.000103136,0.000102418,0.00010263,0.00010249,0.00010236,0.000102365,0.000102356,0.000102398,0.000102373,0.000102376,
29490,0.0478176,0.021168,0.019514,0.0575985,0.0499144,0.0553829,0.00745642,0.0300952,0.0305915,0.0248687,0.0417251,0.0323254,0.0554067,0.0599306,0.00977352,0.0355045,0.0055097,0.0231563,0.0138202,0.000145006,0.000219914,0.000140048,0.000259615,0.000281595,0.000179459,0.000126026,0.000535187,0.00232614,0.000174011,0.000131886,0.000114577,0.000108199,0.000106511,0.000102873,0.000105428,0.000104405,0.000105252,0.000102488,0.000102373,0.000102839,0.000102569,0.000102906,0.000102364,0.000102376,0.0001024,0.000102371,0.000102868,0.000102981,0.000102358,0.000102356,
29500,0.0168426,0.0575004,0.0249606,0.0252491,0.0517757,0.0469472,0.00811742,0.0542649,0.0443134,0.0363841,0.0554607,0.0359471,0.00322658,0.00683196,0.010182,0.00192667,0.0228408,0.023969,0.00182726,0.000298602,0.000313484,0.00153832,0.000590041,0.000565619,0.000614273,0.000298254,0.000124241,0.000160839,0.00010872,0.000116975,0.000128275,0.000107123,0.000104038,0.000103322,0.000117187,0.000103193,0.000105371,0.000103356,0.000102662,0.000102531,0.000102442,0.000102631,0.000102519,0.000102411,0.000102423,0.000102425,0.000102363,0.000102371,0.000102355,0.000102354,
29510,0.0507396,0.0208428,0.0450289,0.0314491,0.0366114,0.00142401,0.0401397,0.023735,0.0322703,0.0181168,0.0506452,0.0469937,0.0081658,0.00924807,0.0133074,0.000858375,0.00794362,0.0491949,0.000968269,0.00377464,0.00190894,0.000128829,0.000568061,0.000266375,0.000837539,0.000170015,0.000448601,0.000163017,0.00015193,0.000110942,0.000102377,0.000118533,0.000127186,0.000104088,0.000103163,0.000102448,0.000102814,0.000106847,0.000103122,0.000102618,0.00010338,0.000102966,0.000102449,0.000102452,0.000102364,0.000102414,0.000102356,0.000102362,0.000102381,0.000102365,
29520,0.00556971,0.0544243,0.0179178,0.0486313,0.0539182,0.0397896,0.0251933,0.020055,0.0428802,0.026256,0.0468153,0.0381108,0.0500062,0.04153,0.00380252,0.0230273,0.00064897,0.00120384,0.00118706,0.000561958,0.000641413,0.000103827,0.00409528,0.000177827,0.000229111,0.000150459,0.000145884,0.000149482,0.000186612,0.000161044,0.000116132,0.000108754,0.000124712,0.000113262,0.000103037,0.000105721,0.000105017,0.000110344,0.000102458,0.000102847,0.000102412,0.000102358,0.000102373,0.000102922,0.000102373,0.000102354,0.000102375,0.000102396,0.000102369,0.000102366,
29530,0.042654,0.0557992,0.0288559,0.0183179,0.0507916,0.0446015,0.050291,0.0527923,0.0182353,0.0383113,0.0294894,0.0155718,0.0354913,0.0168949,0.00321101,0.00139219,0.0013443,0.00370258,0.0258266,0.0492969,0.000207825,0.000939352,0.00452132,0.000673198,0.000316987,0.000107937,0.000180609,0.000197872,0.000212676,0.000105639,0.000128516,0.000104423,0.000105514,0.000115426,0.000124302,0.000103263,0.000105287,0.000103486,0.000103762,0.000102622,0.000102524,0.000102389,0.000104777,0.000102511,0.000102371,0.000102399,0.000102385,0.000102402,0.000102358,0.000102367,
29540,0.0450394,0.0501299,0.0473821,0.0503367,0.00446533,0.0446689,0.0471953,0.0129684,0.0132817,0.00499607,0.0116252,0.00507449,0.043154,0.0444359,0.0468919,0.052401,0.0453605,0.0475475,0.0053583,0.00368295,0.00432116,0.000358128,0.000170046,0.000512907,0.000460006,0.000349216,0.000138539,0.000136026,0.000202974,0.000209203,0.000115618,0.00010722,0.000125751,0.000105122,0.000103107,0.000102801,0.000102943,0.000103507,0.000107907,0.000102893,0.000102744,0.000102447,0.000102384,0.000102399,0.000102392,0.000102372,0.000102363,0.000102364,0.00010238,0.000102452,
29550,0.0514212,0.0490079,0.0549783,0.00929686,0.0039226,0.0533901,0.030032,0.040993,0.0546445,0.0503521,0.0524882,0.0500925,0.0561557,0.0125597,0.0466674,0.0283142,0.0299413,0.0359735,0.00372001,0.00155091,0.00484664,0.00215811,0.000227669,0.000247974,0.000534754,0.000127897,0.000162928,0.000195419,0.000161369,0.000104721,0.000107092,0.00010929,0.000104382,0.000103304,0.000143149,0.000125538,0.000106097,0.000104084,0.000103418,0.000103537,0.000103108,0.000102406,0.000102379,0.000102456,0.00010239,0.000102372,0.000102402,0.000102413,0.00010241,0.000102357,
29560,0.0488864,0.057654,0.0270229,0.0515413,0.0344984,0.0433326,0.0595548,0.0559109,0.0554242,0.051966,0.0240445,0.0495379,0.0423314,0.0582412,0.0583103,0.00467192,0.0125012,0.0103423,0.00587343,0.000954401,0.00173887,0.00155558,0.000136415,0.000549546,0.000357192,0.000274468,0.000121524,0.000123706,0.000106718,0.000107526,0.000133589,0.000102566,0.000177167,0.000104118,0.000103541,0.000107516,0.000111176,0.000102619,0.000103036,0.000102355,0.00010244,0.000102364,0.000102415,0.000102411,0.000102466,0.00010267,0.000102364,0.000102356,0.000102379,0.000102377,
29570,0.0310911,0.0468498,0.0486279,0.0578795,0.0321196,0.0261455,0.0439848,0.0549267,0.0522156,0.0488814,0.0571755,0.0391133,0.0182991,0.016194,0.0534415,0.00624802,0.0188184,0.0028749,0.0128075,0.000565679,0.000746023,0.00411095,0.000487851,0.000996663,0.000326282,0.000117061,0.000105726,0.00019898,0.000188464,0.000153756,0.000105833,0.000131495,0.00010252,0.000111338,0.000103358,0.00010237,0.000103075,0.000102407,0.000102605,0.000102402,0.000102496,0.000118416,0.000102401,0.000102531,0.00010239,0.000102365,0.000102358,0.000102378,0.000122325,0.000102567,
29580,0.00931014,0.0549107,0.0161494,0.0527523,0.0481121,0.0160503,0.0167655,0.0367556,0.0594179,0.042019,0.0520297,0.0297944,0.0248463,0.00293889,0.00984127,0.0128954,0.00173733,0.0523485,0.0131237,0.0462334,0.00010807,0.000125215,0.000191796,0.000319366,0.000177209,0.00193008,0.000336438,0.000138435,0.000108695,0.000109981,0.000239223,0.000103149,0.000106815,0.000102414,0.000103522,0.000103721,0.000113076,0.000102779,0.000102651,0.000102555,0.000103321,0.000102448,0.000102388,0.000119277,0.000102482,0.000102454,0.000102415,0.000102377,0.000102393,0.000102356,
29590,0.0132476,0.000387813,0.0425708,0.0351366,0.045149,0.041391,0.0518452,0.054462,0.0141614,0.0392052,0.0329025,0.0181662,0.0320005,0.0489555,0.0409923,0.0574614,0.041004,0.0073441,0.000642369,0.0012295,0.000844177,0.000583643,0.000135742,0.000139791,0.000114349,0.000118948,0.000131571,0.000257069,0.000123805,0.000105625,0.000103876,0.000109934,0.000118376,0.000112736,0.000103488,0.000103395,0.000102474,0.000102463,0.000116653,0.000103099,0.000102397,0.000102402,0.000102602,0.00010277,0.000102384,0.000102358,0.000102357,0.000102493,0.000102368,0.000102371,
29600,0.0431377,0.00873079,0.0266895,0.0470681,0.0353665,0.0411659,0.0496389,0.0575994,0.0521737,0.0512304,0.0556269,0.0355417,0.0577348,0.023742,0.0240761,0.0210099,0.00794309,0.0509633,0.00435072,0.00164447,0.000912818,0.000231465,0.000355931,0.000204969,0.000384935,0.000128852,0.000161372,0.000106775,0.000120767,0.000113046,0.000124732,0.000133081,0.000128683,0.000155764,0.000110809,0.000102945,0.000103923,0.000103652,0.000102703,0.000102391,0.000102646,0.000102361,0.000102424,0.000102663,0.000102408,0.000102361,0.000102378,0.000102572,0.000102398,0.000102377,
29610,0.0429852,0.0514156,0.0587063,0.0516349,0.0561875,0.0476457,0.054136,0.0504635,0.0499568,0.0283543,0.0395064,0.0525318,0.0504337,0.0543865,0.00494592,0.0404267,0.0274972,0.00411643,0.00195818,0.00264541,0.00180064,0.00101252,0.000137801,0.000362593,0.000737826,0.000138535,0.000196031,0.00016861,0.000108266,0.000102703,0.000252269,0.000103436,0.000109943,0.000102931,0.000106535,0.000102554,0.000102448,0.00010238,0.000102947,0.000102432,0.00010255,0.000102354,0.000102458,0.000102361,0.000102382,0.000102413,0.000105809,0.000102362,0.000102379,0.000102365,
29620,0.0178509,0.0317386,0.0449157,0.0290493,0.0447818,0.022745,0.0302186,0.0497461,0.00798836,0.0536147,0.05306,0.0580477,0.0269899,0.0444902,0.0338968,0.00164071,0.00593711,0.00234749,0.000926398,0.000539134,0.00186567,0.000133285,0.0350754,0.000216042,0.000339964,0.000184781,0.000145589,0.000109172,0.000130304,0.000118384,0.00456102,0.000136539,0.00010807,0.000102467,0.000102995,0.000105749,0.000103248,0.000103276,0.000102368,0.000102434,0.000102382,0.000103934,0.000103065,0.000102712,0.000102391,0.000102373,0.000102366,0.000102466,0.000102366,0.000102365,
29630,0.0510868,0.0393349,0.0285611,0.0314048,0.0577591,0.0158888,0.0579622,0.0121299,0.0490296,0.0198322,0.00319624,0.0263471,0.000692873,0.0158307,0.0405134,0.0359868,0.000698352,0.0351037,0.00051634,0.00115619,0.000868254,0.000661719,0.000116919,0.000471577,0.000123353,0.00372353,0.000167104,0.000933608,0.000159543,0.000192051,0.000108332,0.000106649,0.000105543,0.000112056,0.0001039,0.000102719,0.000104208,0.000104737,0.000105279,0.000102872,0.000102445,0.000102354,0.000102658,0.000102368,0.00010242,0.000102417,0.000102436,0.000102383,0.000102355,0.000102361,
29640,0.0514017,0.0586054,0.00855038,0.0114293,0.0263447,0.00682483,0.0519806,0.0182178,0.0340317,0.0544202,0.0104588,0.0453804,0.0551276,0.056003,0.0228399,0.0355213,0.030557,0.000735313,0.000911271,0.000816863,0.00105959,0.00123625,0.0010864,0.000126298,0.00028944,0.000126814,0.000163289,0.000187461,0.000108365,0.000117798,0.000131739,0.000284175,0.000118794,0.000102687,0.000103824,0.000123124,0.000102482,0.000103058,0.000102533,0.000102382,0.000102459,0.000102412,0.000102554,0.000102393,0.000102368,0.000102387,0.000102517,0.000102355,0.000102362,0.00010236,
29650,0.0567821,0.0274298,0.0517171,0.0420313,0.060139,0.051609,0.0388339,0.0259502,0.058682,0.0366046,0.0374659,0.0477367,0.0402961,0.0283007,0.0333186,0.015768,0.00357585,0.00235338,0.00343647,0.00135476,0.000513319,0.000240705,0.000132402,0.000563847,0.000132308,0.000348856,0.000248959,0.000192203,0.000363766,0.00038764,0.000110526,0.000108882,0.000103563,0.000109764,0.000103592,0.00012836,0.000104494,0.000104112,0.000103134,0.000102585,0.000102628,0.000102372,0.000102476,0.000102894,0.000102575,0.00010243,0.000102389,0.000102361,0.000102357,0.000102377,
